rating_id,customer_id,dish_id,rating,comment,rating_date
452,36,125,3,Món rất ngon!,2025-11-20 11:57:43
453,36,12,3,Giá hơi cao,2025-11-20 11:57:43
454,36,103,5,Giá hơi cao,2025-11-20 11:57:43
455,36,29,4,Bình thường,2025-11-20 11:57:43
456,36,76,5,Tuyệt vời,2025-12-08 11:57:43
457,36,27,5,,2025-12-08 11:57:43
458,37,48,5,,2026-01-09 11:57:43
459,37,92,5,"Ngon, sẽ quay lại",2026-01-09 11:57:43
460,37,41,5,"Đậm đà, hợp khẩu vị",2026-01-09 11:57:43
461,37,126,5,Tuyệt vời,2025-10-30 11:57:43
462,37,84,5,Giá hơi cao,2025-10-30 11:57:43
463,37,75,3,Giá hơi cao,2025-10-30 11:57:43
464,37,140,3,,2025-10-30 11:57:43
465,37,118,5,Bình thường,2026-04-05 11:57:43
466,37,65,4,,2026-04-05 11:57:43
467,37,2,5,Phục vụ tốt,2026-04-05 11:57:43
468,37,103,5,Tuyệt vời,2026-04-05 11:57:43
469,37,127,4,Phục vụ tốt,2026-04-05 11:57:43
470,37,7,4,"Đậm đà, hợp khẩu vị",2026-03-24 11:57:43
471,37,80,4,Món rất ngon!,2026-03-24 11:57:43
472,37,34,5,Món rất ngon!,2026-01-08 11:57:43
473,37,101,5,Giá hơi cao,2026-01-08 11:57:43
474,37,12,5,Giá hơi cao,2026-01-08 11:57:43
475,37,9,4,Bình thường,2026-01-08 11:57:43
476,37,65,4,,2026-04-11 11:57:43
477,37,106,4,"Đậm đà, hợp khẩu vị",2026-04-11 11:57:43
478,37,22,4,,2026-04-11 11:57:43
479,37,103,5,Phục vụ tốt,2025-12-20 11:57:43
480,37,67,2,"Ngon, sẽ quay lại",2025-12-20 11:57:43
481,37,94,4,Giá hơi cao,2025-12-20 11:57:43
482,38,77,4,Tuyệt vời,2026-03-01 11:57:43
483,38,113,5,"Ngon, sẽ quay lại",2026-03-01 11:57:43
484,38,2,3,,2026-03-01 11:57:43
485,39,123,2,Tuyệt vời,2026-02-26 11:57:43
486,39,87,3,Bình thường,2026-02-26 11:57:43
487,39,101,4,Món rất ngon!,2026-02-26 11:57:43
488,39,131,4,Bình thường,2025-11-17 11:57:43
489,39,5,5,Món rất ngon!,2025-11-17 11:57:43
490,39,39,5,,2026-04-13 11:57:43
491,39,14,4,"Ngon, sẽ quay lại",2026-04-13 11:57:43
492,39,44,1,Phục vụ tốt,2026-04-13 11:57:43
493,39,10,3,Giá hơi cao,2026-04-13 11:57:43
494,39,61,5,"Đậm đà, hợp khẩu vị",2025-12-13 11:57:44
495,39,17,4,Món rất ngon!,2025-12-13 11:57:44
496,40,69,5,"Đậm đà, hợp khẩu vị",2025-11-03 11:57:44
497,40,20,5,Món rất ngon!,2025-11-03 11:57:44
498,40,67,4,"Đậm đà, hợp khẩu vị",2026-02-04 11:57:44
499,40,140,5,"Ngon, sẽ quay lại",2026-02-04 11:57:44
500,40,59,5,"Ngon, sẽ quay lại",2025-11-30 11:57:44
501,40,5,5,"Đậm đà, hợp khẩu vị",2025-11-30 11:57:44
502,40,107,4,Món rất ngon!,2026-03-17 11:57:44
503,40,117,4,Tuyệt vời,2026-03-17 11:57:44
504,41,95,5,"Ngon, sẽ quay lại",2026-02-13 11:57:44
505,41,99,4,Tuyệt vời,2026-02-28 11:57:44
506,41,83,5,Phục vụ tốt,2026-02-28 11:57:44
507,41,91,5,"Đậm đà, hợp khẩu vị",2026-02-28 11:57:44
508,41,84,5,Tuyệt vời,2026-02-28 11:57:44
509,41,7,4,Món rất ngon!,2025-10-20 11:57:44
510,41,11,5,Bình thường,2025-10-20 11:57:44
511,41,102,5,"Đậm đà, hợp khẩu vị",2025-12-08 11:57:44
512,41,26,4,Món rất ngon!,2025-12-08 11:57:44
513,41,95,5,Bình thường,2025-12-08 11:57:44
514,42,57,5,,2026-04-15 11:57:44
515,42,11,4,,2026-04-15 11:57:44
516,42,17,2,Giá hơi cao,2026-04-15 11:57:44
517,42,33,5,Giá hơi cao,2026-04-15 11:57:44
518,42,106,5,Tuyệt vời,2025-11-14 11:57:44
519,42,119,5,Giá hơi cao,2025-11-14 11:57:44
520,42,75,5,Phục vụ tốt,2025-11-14 11:57:44
521,42,68,2,Tuyệt vời,2025-11-14 11:57:44
522,42,120,5,,2026-02-09 11:57:44
523,42,121,3,Giá hơi cao,2026-02-09 11:57:44
524,42,127,1,Món rất ngon!,2025-12-18 11:57:44
525,42,132,4,Món rất ngon!,2026-03-26 11:57:44
526,42,106,5,Tuyệt vời,2026-03-26 11:57:44
527,42,57,4,Phục vụ tốt,2026-03-26 11:57:44
528,42,70,5,Món rất ngon!,2026-03-26 11:57:44
529,43,24,3,Tuyệt vời,2025-12-16 11:57:44
530,43,38,4,Bình thường,2026-01-26 11:57:44
531,43,45,4,,2026-01-26 11:57:44
532,43,113,4,,2026-01-26 11:57:44
533,43,130,3,Bình thường,2026-01-26 11:57:44
534,43,67,1,Tuyệt vời,2026-01-11 11:57:44
535,43,120,3,Giá hơi cao,2026-01-11 11:57:44
536,43,72,3,Giá hơi cao,2026-03-01 11:57:44
537,43,105,4,,2026-03-01 11:57:44
538,43,68,5,Bình thường,2025-11-12 11:57:44
539,43,101,4,,2025-11-12 11:57:44
540,44,51,4,Bình thường,2025-10-24 11:57:44
541,44,103,5,"Đậm đà, hợp khẩu vị",2025-10-24 11:57:44
542,44,122,4,Tuyệt vời,2025-10-24 11:57:44
543,44,32,4,,2025-10-24 11:57:44
544,44,1,4,Phục vụ tốt,2025-12-04 11:57:44
545,44,127,5,Tuyệt vời,2025-12-04 11:57:44
546,44,39,5,Phục vụ tốt,2025-12-04 11:57:44
547,44,19,4,"Đậm đà, hợp khẩu vị",2026-01-15 11:57:44
548,44,35,5,"Đậm đà, hợp khẩu vị",2026-03-03 11:57:44
549,44,124,5,"Ngon, sẽ quay lại",2026-03-03 11:57:44
550,44,96,4,"Đậm đà, hợp khẩu vị",2026-03-03 11:57:44
551,44,46,4,Bình thường,2026-03-14 11:57:44
552,44,99,4,,2026-03-14 11:57:44
553,44,86,5,Giá hơi cao,2025-12-02 11:57:44
554,44,28,5,"Đậm đà, hợp khẩu vị",2025-12-02 11:57:44
555,44,65,4,Món rất ngon!,2025-12-02 11:57:44
556,44,83,4,Phục vụ tốt,2026-04-15 11:57:44
557,44,93,3,"Ngon, sẽ quay lại",2026-04-15 11:57:44
558,44,133,4,"Đậm đà, hợp khẩu vị",2026-04-15 11:57:44
559,44,54,3,"Đậm đà, hợp khẩu vị",2026-04-15 11:57:44
560,44,82,5,Món rất ngon!,2026-01-17 11:57:44
561,44,128,5,"Đậm đà, hợp khẩu vị",2026-01-17 11:57:44
562,44,53,5,Món rất ngon!,2026-01-17 11:57:44
563,46,22,5,Tuyệt vời,2026-03-07 11:57:44
564,46,88,5,Phục vụ tốt,2026-03-07 11:57:44
565,46,73,3,Tuyệt vời,2026-03-07 11:57:44
566,46,41,4,Bình thường,2025-11-03 11:57:44
567,46,77,5,Bình thường,2025-11-03 11:57:44
568,46,97,5,"Đậm đà, hợp khẩu vị",2025-12-23 11:57:44
569,46,129,4,Món rất ngon!,2025-12-23 11:57:44
570,46,136,5,Món rất ngon!,2026-02-10 11:57:44
571,46,96,2,Giá hơi cao,2026-02-10 11:57:44
572,46,61,5,"Đậm đà, hợp khẩu vị",2026-02-08 11:57:44
573,46,47,5,"Ngon, sẽ quay lại",2026-02-08 11:57:44
574,46,134,5,"Ngon, sẽ quay lại",2026-02-08 11:57:44
575,46,95,2,Tuyệt vời,2026-02-08 11:57:44
576,46,135,5,Tuyệt vời,2026-01-20 11:57:44
577,46,125,5,Tuyệt vời,2026-01-20 11:57:44
578,46,11,2,"Đậm đà, hợp khẩu vị",2026-01-20 11:57:44
579,46,56,4,Tuyệt vời,2026-01-20 11:57:44
580,46,44,4,Món rất ngon!,2026-01-20 11:57:44
581,46,80,3,Món rất ngon!,2026-01-16 11:57:44
582,46,127,5,"Ngon, sẽ quay lại",2026-01-16 11:57:44
583,46,48,5,Bình thường,2026-01-16 11:57:44
584,47,75,5,"Ngon, sẽ quay lại",2026-02-01 11:57:44
585,47,133,4,"Ngon, sẽ quay lại",2026-02-01 11:57:44
586,47,66,4,Phục vụ tốt,2026-02-01 11:57:44
